stud_id,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,status
70,Single,1st phase - general contingent,2,Management,Daytime,Secondary education,129,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",118.9,Yes,No,No,Yes,Female,No,19,No,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,Enrolled
71,Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,150.3,Yes,No,No,Yes,Male,Yes,21,No,7,11,15,9,14.22222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate
72,Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,136,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",126,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,Graduate
73,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117,No,No,Yes,Yes,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
74,Divorced,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",136.2,No,No,No,Yes,Female,No,39,No,0,5,6,5,11,0,0,5,9,5,11.66666667,0,10.8,1.4,1.74,Graduate
75,Single,International student (bachelor),1,Informatics,Daytime,Secondary education,160,Turkish,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Data, accounting, statistical, financial services and registry-related operators",sellers,160,No,No,Yes,Yes,Female,No,19,Yes,0,6,11,2,13.5,1,0,5,11,2,11,0,8.9,1.4,3.51,Enrolled
76,Single,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,149.4,No,No,No,No,Male,No,29,No,0,5,11,2,11.33333333,0,0,5,9,1,12,0,11.1,0.6,2.02,Dropout
77,Single,Change of institution/course,1,Management,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",120.4,No,No,Yes,No,Female,No,32,No,14,15,17,14,10.21428571,0,13,13,13,13,11.38461538,0,16.2,0.3,-0.92,Graduate
78,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,132,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",129.9,Yes,No,No,Yes,Female,No,20,No,0,6,7,5,13.2,0,0,6,6,6,12.66666667,0,10.8,1.4,1.74,Enrolled
79,Single,Ordinance No. 612/93,1,Basic Education,Daytime,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122.5,No,No,No,No,Female,No,28,No,11,11,11,11,11.72727273,0,8,8,8,8,12,0,15.5,2.8,-4.06,Dropout
80,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,136.2,Yes,No,Yes,Yes,Male,No,21,No,6,12,12,11,11.54545455,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled
81,Married,1st phase - general contingent,1,Management (evening attendance),Evening,Secondary education,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,131.8,No,No,No,No,Female,No,29,No,0,5,6,4,12.25,0,0,5,6,5,10.16666667,0,10.8,1.4,1.74,Dropout
82,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,97,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",98.1,Yes,No,No,Yes,Female,No,21,No,0,7,7,7,12.83571429,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,Graduate
83,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140,Yes,No,No,Yes,Male,No,31,No,0,5,8,1,11,0,0,5,5,1,13,0,9.4,-0.8,-3.12,Dropout
84,Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,107,Yes,No,No,Yes,Female,No,20,No,0,7,12,6,11.66666667,0,0,7,10,3,13,0,16.2,0.3,-0.92,Enrolled
85,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",143,No,No,No,Yes,Female,No,40,No,5,9,9,9,15.88888889,0,3,7,7,7,14.14285714,0,12.7,3.7,-1.7,Graduate
86,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,118,Portuguese,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,115.7,No,No,No,Yes,Male,No,20,No,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled
87,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",122.1,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,Graduate
88,Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,130,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,120,No,No,No,No,Female,No,26,No,0,6,8,6,15.42857143,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Enrolled
89,Single,Ordinance No. 854-B/99,1,Veterinary Nursing,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",140,Yes,No,No,Yes,Female,No,21,No,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate
90,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,149,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,156,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
91,Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary education,146,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",133.4,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,12.5,0,0,8,9,7,13.04285714,0,13.9,-0.3,0.79,Graduate
92,Single,2nd phase - general contingent,1,Informatics,Daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,121.3,Yes,No,No,Yes,Male,No,18,No,0,5,9,1,12,0,0,5,10,2,12,3,7.6,2.6,0.32,Dropout
93,Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,127,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,133.7,Yes,No,Yes,Yes,Male,No,18,No,0,6,6,6,13,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,Dropout
94,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,141,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,142.3,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Dropout
95,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,160,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160,Yes,No,No,No,Female,No,20,No,0,6,10,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92,Graduate
96,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,142,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,128,No,No,No,Yes,Female,Yes,18,No,0,6,8,6,14,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate
97,Single,1st phase - general contingent,2,Basic Education,Daytime,Secondary education,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,109.7,Yes,No,No,Yes,Female,No,19,No,0,6,9,5,12.2,0,0,6,10,4,13,0,9.4,-0.8,-3.12,Enrolled
98,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Personal Services, Security and Safety Workers and Sellers",130,No,No,Yes,Yes,Female,Yes,33,No,0,6,9,5,13.83333333,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,Graduate
99,Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,123.2,Yes,No,No,Yes,Female,No,18,No,0,6,12,1,11,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Enrolled
100,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,163,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,149.7,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
101,Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",124.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,13.41428571,0,0,8,8,7,13.41428571,0,12.7,3.7,-1.7,Dropout
102,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,124,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,116,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,7,13.95714286,0,0,8,8,7,13.95714286,0,12.7,3.7,-1.7,Graduate
103,Single,Over 23 years old,1,Veterinary Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Other Situation,104,No,No,No,Yes,Female,No,26,No,0,5,11,1,12,1,0,5,12,0,0,4,10.8,1.4,1.74,Dropout
104,Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,121,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,cleaning workers,"Skilled construction workers and the like, except electricians",119.3,Yes,No,Yes,Yes,Female,No,20,No,0,6,7,6,12.66666667,0,0,6,7,6,11.83333333,0,8.9,1.4,3.51,Graduate
105,Single,1st phase - general contingent,1,Informatics,Daytime,Secondary education,146,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,148.5,Yes,No,No,Yes,Male,No,18,No,0,5,7,4,10,0,0,5,8,1,16,0,10.8,1.4,1.74,Enrolled
106,Single,1st phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,153.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,15.66666667,0,0,6,8,6,15.28571429,0,8.9,1.4,3.51,Graduate
107,Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,129,Portuguese,Other - 11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,122,Yes,No,No,Yes,Female,No,18,No,0,6,15,2,10,0,0,6,12,0,0,0,10.8,1.4,1.74,Dropout
108,Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.16666667,0,0,6,6,6,16,0,10.8,1.4,1.74,Graduate
109,Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,133,Portuguese,Higher Education - Degree,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",126.2,Yes,No,No,Yes,Female,No,19,No,0,7,9,7,13.76111111,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,Graduate
110,Single,1st phase - special contingent (Azores Island),3,Veterinary Nursing,Daytime,Secondary education,141,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",128.8,Yes,No,No,Yes,Female,No,19,No,0,5,9,3,10.33333333,1,0,5,8,3,13,0,7.6,2.6,0.32,Enrolled
111,Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",126,No,No,No,Yes,Female,No,18,No,0,6,10,4,11,0,0,6,8,5,11.2,0,10.8,1.4,1.74,Graduate
112,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,Armed Forces Professions,118.1,Yes,No,No,Yes,Male,No,18,No,0,7,10,6,12.03571429,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,Enrolled
113,Single,Over 23 years old,1,Basic Education,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Master's,Unskilled Workers,Administrative staff,116,Yes,No,No,Yes,Female,No,29,No,0,7,14,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
114,Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,125,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",121.5,Yes,No,No,Yes,Male,No,18,No,0,6,12,5,11,0,0,6,11,3,10.33333333,0,9.4,-0.8,-3.12,Enrolled
115,Single,2nd phase - general contingent,1,Management (evening attendance),Evening,Secondary education,160,Portuguese,Unknown,Unknown,Student,Student,161.8,Yes,No,Yes,Yes,Male,No,33,No,0,5,8,2,10.5,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
116,Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,130,No,No,No,Yes,Male,No,22,No,0,5,8,3,13,0,0,5,8,3,10.66666667,0,7.6,2.6,0.32,Graduate
117,Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,140,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,126.4,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.88428571,0,0,8,9,8,14.75,0,11.1,0.6,2.02,Dropout
118,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,Other Situation,123.5,No,No,No,Yes,Female,No,50,No,0,1,1,0,0,1,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
119,Single,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,117.2,No,No,No,Yes,Female,No,41,No,0,5,8,5,11,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate
